Sex,Age,ChargeDegree,DaysInJail,DaysInCustody,Priors,Label
Male,23,M,1,1,10,0
Male,55,M,13,13,2,0
Female,30,F,160,9,5,1
Male,43,F,0,0,2,0
Male,45,F,121,121,38,1
Female,61,F,0,1,15,0
Male,24,M,24,40,1,0
Male,32,M,9,9,6,1
Male,28,F,60,25,4,1
Male,26,F,19,19,3,1
Male,28,F,42,42,2,1
Male,49,F,1,2,2,0
Female,33,M,1,47,6,1
Male,47,F,43,43,1,0
Male,56,F,35,35,1,0
Male,53,M,5,56,8,0
Male,27,M,1,2,2,1
Male,34,F,39,40,17,1
Male,41,M,0,1,3,0
Male,45,F,1,1,6,0
Female,21,F,77,78,0,0
Male,27,M,1,1,3,1
Male,21,F,13,14,0,0
Male,31,F,81,82,0,0
Male,30,F,0,1,10,0
Male,43,M,0,24,1,1
Male,23,F,0,77,0,0
Male,52,F,0,6,1,0
Male,48,M,56,56,11,1
Female,51,M,0,1,3,0
Male,30,M,1,0,1,1
Female,29,F,8,1,5,1
Female,44,F,0,0,0,0
Female,25,F,0,0,0,0
Male,28,F,2,2,8,1
Male,28,F,43,43,9,1
Female,34,F,1,1,0,0
Male,23,M,9,38,6,1
Male,71,M,0,7,3,0
Male,45,M,0,0,2,0
Female,33,F,2,2,5,1
Male,52,F,204,15,23,1
Male,26,F,7,7,1,0
Male,36,F,0,3,5,0
Male,52,F,29,29,17,1
Male,42,F,51,52,1,1
Male,21,M,3,3,0,0
Male,58,F,54,54,12,1
Male,27,F,0,51,0,1
Female,25,F,0,1,17,0
Female,23,M,1,1,2,1
Female,65,F,1,2,1,0
Female,28,F,109,110,5,1
Male,31,F,91,0,22,1
Male,21,F,5,20,0,0
Male,27,F,1,1,19,1
Male,33,F,20,20,1,0
Male,29,M,1,1,8,1
Male,27,F,48,49,15,1
Female,42,F,1,2,0,0
Male,27,M,6,2,6,1
Male,36,M,46,138,2,1
Female,24,F,0,0,0,1
Female,67,M,0,1,0,0
Male,29,F,3,3,4,1
Female,27,F,9,9,2,0
Male,39,F,34,42,3,1
Male,42,F,0,1,5,0
Male,41,M,0,1,1,0
Male,40,F,6,1,8,1
Male,37,M,1,50,4,1
Female,42,F,1,79,8,1
Female,27,M,0,2,12,1
Male,26,F,1,33,8,1
Male,23,M,178,178,1,0
Male,32,M,1,1,8,1
Female,31,M,1,1,1,1
Male,20,F,2,4,1,1
Male,26,F,2,2,4,1
Male,51,M,0,1,2,1
Male,27,F,0,1,10,0
Male,55,M,69,16,3,1
Male,31,F,67,68,0,0
Female,51,M,0,0,0,0
Male,28,F,1,2,13,1
Male,22,F,1,69,0,1
Male,26,F,2,1,2,1
Female,27,F,2,2,2,0
Male,32,M,1,17,5,0
Male,36,F,36,88,11,1
Male,27,M,1,2,4,0
Male,41,F,1,1,1,1
Male,24,M,17,17,15,0
Male,61,F,1,1,11,0
Male,34,F,1,1,11,0
Male,21,F,1,1,6,1
Male,28,F,0,72,20,1
Male,31,F,3,3,6,0
Male,59,M,0,1,0,1
Male,40,M,0,3,8,1
Female,22,M,17,18,2,0
Male,21,M,1,0,2,1
Male,24,F,210,421,3,1
Male,25,F,1,5,2,1
Female,25,F,1,1,1,0
Male,47,M,7,7,3,1
Male,25,F,3,3,1,0
Male,21,M,1,0,5,1
Male,29,F,3,1,1,1
Male,40,F,0,4,4,1
Female,32,F,0,1,1,0
Male,22,F,2,15,4,0
Female,30,M,0,1,0,1
Female,22,F,0,1,2,1
Female,21,M,2,1,0,1
Male,25,M,21,1,0,1
Male,27,M,37,37,5,1
Male,45,M,4,1,4,1
Male,32,F,1,0,4,1
Male,22,M,1,27,0,1
Male,23,F,84,3,6,1
Female,44,F,2,2,6,0
Male,59,F,198,199,20,1
Male,33,F,14,14,2,0
Female,40,F,0,1,3,1
Male,54,F,0,0,7,0
Male,22,F,0,4,3,1
Male,22,M,3,4,0,0
Male,31,F,0,14,0,0
Male,32,F,130,0,6,1
Female,50,F,57,57,3,0
Male,27,F,3,3,4,1
Male,33,M,114,115,3,1
Male,64,M,1,1,0,0
Female,42,F,281,281,0,0
Male,30,F,61,42,20,1
Male,23,F,4,11,11,1
Male,60,F,2,2,13,1
Male,46,F,64,65,2,1
Male,56,M,0,28,0,1
Female,45,F,0,1,0,0
Male,26,F,0,17,4,1
Female,47,M,0,1,4,0
Female,29,F,1,2,8,1
Male,32,F,56,41,12,0
Male,27,F,0,3,2,1
Male,29,F,29,29,10,1
Male,33,F,1,1,12,1
Male,22,F,21,26,1,1
Female,33,F,30,30,2,0
Male,36,F,36,36,0,0
Male,33,M,2,1,11,1
Male,46,M,1,1,2,0
Male,31,M,1,1,9,1
Male,49,F,34,23,3,1
Male,24,F,0,0,3,1
Male,57,F,2,2,28,1
Male,36,F,2,2,17,1
Male,43,F,102,8,24,0
Male,42,M,6,7,0,0
Male,32,F,0,2,4,1
Male,26,F,5,6,1,0
Male,74,M,1,1,0,0
Male,24,F,1,1,4,1
Female,24,M,0,1,1,0
Male,50,M,26,26,4,0
Female,28,F,6,113,7,1
Female,35,F,7,199,6,1
Male,63,F,1,2,1,0
Male,24,F,32,147,11,1
Male,41,F,299,299,19,1
Male,44,M,0,1,1,0
Female,52,M,1,1,0,0
Male,23,F,1,145,1,1
Male,24,M,20,20,0,1
Male,45,M,3,6,4,0
Male,22,F,0,8,0,1
Male,24,F,3,5,4,1
Female,26,M,5,5,1,0
Male,20,F,1,1,3,1
Male,36,F,0,1,9,1
Male,33,M,1,2,2,1
Male,52,M,1,1,1,0
Male,51,F,0,0,0,0
Male,20,F,1,78,4,1
Male,47,F,57,57,7,1
Male,38,M,0,1,1,1
Male,67,F,0,1,1,0
Male,47,F,0,1,1,0
Female,49,M,82,82,2,0
Female,45,M,75,75,9,0
Male,22,M,0,0,1,0
Female,46,F,3,229,7,1
Male,29,F,1,0,15,1
Male,28,M,2,1,2,1
Female,22,F,1,72,0,1
Male,20,F,4,5,3,1
Male,34,F,1,1,5,0
Male,34,F,33,33,13,0
Male,22,F,39,128,9,1
Male,25,M,172,172,3,1
Male,27,F,57,0,16,1
Male,34,F,1,29,1,0
Male,54,F,0,19,10,1
Male,51,F,1,0,0,1
Female,36,F,0,43,5,1
Male,20,F,52,52,3,1
Male,30,F,54,3,11,1
Female,23,F,28,28,1,1
Male,65,M,1,1,2,1
Female,22,F,96,38,1,0
Female,27,M,0,7,0,1
Male,23,F,2,2,2,0
Male,25,F,1,18,3,1
Male,47,M,31,31,14,0
Female,27,F,2,2,4,1
Male,38,M,33,33,21,1
Male,27,M,5,70,0,1
Male,30,F,4,51,4,1
Male,33,M,17,265,4,1
Female,29,F,10,10,2,1
Male,56,F,0,30,31,1
Male,26,F,2,3,0,0
Female,28,F,0,1,5,0
Male,43,M,14,14,5,0
Male,29,F,1,1,2,1
Male,74,F,9,10,2,0
Male,47,F,64,193,4,1
Female,42,F,4,21,4,1
Female,28,M,2,2,6,1
Male,26,F,199,5,2,1
Male,47,M,5,46,3,1
Male,36,F,221,222,21,1
Female,24,F,3,3,1,0
Male,30,F,2,2,3,1
Male,28,F,1,1,11,0
Female,50,F,0,1,1,1
Female,39,F,2,117,1,1
Male,56,F,16,17,4,0
Male,58,M,1,1,8,0
Female,31,F,0,1,9,1
Male,35,F,112,1702,18,1
Male,25,M,10,10,9,0
Male,25,M,3,43,7,1
Male,20,F,109,118,2,1
Male,29,F,0,13,16,1
Male,31,M,117,117,1,0
Male,39,M,1,1,5,0
Male,21,F,0,37,0,1
Male,46,F,21,21,13,1
Male,44,F,1,267,12,1
Male,30,F,63,63,2,0
Male,35,M,1,11,13,1
Male,34,F,1,0,4,0
Male,26,M,0,1,2,0
Male,51,M,0,1,4,0
Male,26,M,0,2,3,1
Male,21,F,29,30,1,0
Male,59,M,151,6,5,0
Male,29,F,4,245,9,1
Male,31,M,1,1,8,1
Male,23,F,1,5,0,1
Female,54,M,1,1,1,0
Male,30,M,6,6,2,0
Male,22,M,2,1,0,0
Male,27,M,16,16,3,0
Male,61,M,2,3,4,1
Male,51,F,0,0,7,0
Male,19,F,0,1,2,1
Male,60,M,3,15,0,1
Male,22,M,0,1,1,0
Female,22,F,0,116,1,0
Female,49,F,0,1,3,0
Female,61,M,0,0,1,0
Male,51,M,3,3,7,1
Female,49,F,10,11,2,0
Female,24,F,0,1,0,1
Female,36,M,2,1,4,1
Male,42,F,31,31,5,0
Male,36,F,57,58,9,0
Male,57,F,19,89,14,1
Male,34,M,2,2,3,1
Male,24,M,33,7,2,1
Male,67,F,28,28,2,0
Male,25,F,8,0,1,0
Female,30,M,1,1,2,1
Male,35,M,62,62,8,1
Male,32,F,0,1,4,0
Male,23,F,2,3,0,0
Female,20,M,4,5,0,1
Male,30,F,9,9,20,1
Male,26,F,173,11,0,0
Male,30,M,5,6,2,0
Male,23,M,12,13,8,1
Male,21,M,3,3,0,1
Male,20,F,0,20,0,0
Female,23,F,1,0,2,1
